wordpiece,tokenized by BERTOverflow
[unused801],[ unused ##80 ##1 ]
[unused802],[ unused ##802 ]
[unused803],[ unused ##803 ]
[unused804],[ unused ##804 ]
[unused805],[ unused ##805 ]
[unused806],[ unused ##806 ]
[unused807],[ unused ##807 ]
[unused808],[ unused ##808 ]
[unused809],[ unused ##809 ]
[unused810],[ unused ##81 ##0 ]
[unused811],[ unused ##81 ##1 ]
[unused812],[ unused ##81 ##2 ]
[unused813],[ unused ##81 ##3 ]
[unused814],[ unused ##81 ##4 ]
[unused815],[ unused ##81 ##5 ]
[unused816],[ unused ##81 ##6 ]
[unused817],[ unused ##81 ##7 ]
[unused818],[ unused ##81 ##8 ]
[unused819],[ unused ##81 ##9 ]
[unused820],[ unused ##82 ##0 ]
[unused821],[ unused ##82 ##1 ]
[unused822],[ unused ##822 ]
[unused823],[ unused ##82 ##3 ]
[unused824],[ unused ##82 ##4 ]
[unused825],[ unused ##82 ##5 ]
[unused826],[ unused ##82 ##6 ]
[unused827],[ unused ##82 ##7 ]
[unused828],[ unused ##82 ##8 ]
[unused829],[ unused ##82 ##9 ]
[unused830],[ unused ##83 ##0 ]
[unused831],[ unused ##83 ##1 ]
[unused832],[ unused ##83 ##2 ]
[unused833],[ unused ##83 ##3 ]
[unused834],[ unused ##83 ##4 ]
[unused835],[ unused ##83 ##5 ]
[unused836],[ unused ##83 ##6 ]
[unused837],[ unused ##83 ##7 ]
[unused838],[ unused ##83 ##8 ]
[unused839],[ unused ##83 ##9 ]
[unused840],[ unused ##840 ]
[unused841],[ unused ##841 ]
[unused842],[ unused ##842 ]
[unused843],[ unused ##843 ]
[unused844],[ unused ##844 ]
[unused845],[ unused ##845 ]
[unused846],[ unused ##846 ]
[unused847],[ unused ##847 ]
[unused848],[ unused ##848 ]
[unused849],[ unused ##849 ]
[unused850],[ unused ##850 ]
[unused851],[ unused ##85 ##1 ]
[unused852],[ unused ##85 ##2 ]
[unused853],[ unused ##85 ##3 ]
[unused854],[ unused ##85 ##4 ]
[unused855],[ unused ##85 ##5 ]
[unused856],[ unused ##85 ##6 ]
[unused857],[ unused ##85 ##7 ]
[unused858],[ unused ##85 ##8 ]
[unused859],[ unused ##85 ##9 ]
[unused860],[ unused ##860 ]
[unused861],[ unused ##861 ]
[unused862],[ unused ##862 ]
[unused863],[ unused ##863 ]
[unused864],[ unused ##86 ##4 ]
[unused865],[ unused ##865 ]
[unused866],[ unused ##866 ]
[unused867],[ unused ##867 ]
[unused868],[ unused ##868 ]
[unused869],[ unused ##869 ]
[unused870],[ unused ##87 ##0 ]
[unused871],[ unused ##87 ##1 ]
[unused872],[ unused ##87 ##2 ]
[unused873],[ unused ##87 ##3 ]
[unused874],[ unused ##87 ##4 ]
[unused875],[ unused ##87 ##5 ]
[unused876],[ unused ##87 ##6 ]
[unused877],[ unused ##87 ##7 ]
[unused878],[ unused ##87 ##8 ]
[unused879],[ unused ##87 ##9 ]
[unused880],[ unused ##88 ##0 ]
[unused881],[ unused ##881 ]
[unused882],[ unused ##882 ]
[unused883],[ unused ##883 ]
[unused884],[ unused ##884 ]
[unused885],[ unused ##885 ]
[unused886],[ unused ##88 ##6 ]
[unused887],[ unused ##887 ]
[unused888],[ unused ##888 ]
[unused889],[ unused ##889 ]
[unused890],[ unused ##890 ]
[unused891],[ unused ##891 ]
[unused892],[ unused ##892 ]
[unused893],[ unused ##893 ]
[unused894],[ unused ##894 ]
[unused895],[ unused ##895 ]
[unused896],[ unused ##896 ]
[unused897],[ unused ##897 ]
[unused898],[ unused ##898 ]
[unused899],[ unused ##89 ##9 ]
[unused900],[ unused ##900 ]
[unused901],[ unused ##90 ##1 ]
[unused902],[ unused ##902 ]
[unused903],[ unused ##903 ]
[unused904],[ unused ##904 ]
[unused905],[ unused ##905 ]
[unused906],[ unused ##906 ]
[unused907],[ unused ##907 ]
[unused908],[ unused ##908 ]
[unused909],[ unused ##909 ]
[unused910],[ unused ##91 ##0 ]
[unused911],[ unused ##91 ##1 ]
[unused912],[ unused ##91 ##2 ]
[unused913],[ unused ##91 ##3 ]
[unused914],[ unused ##91 ##4 ]
[unused915],[ unused ##91 ##5 ]
[unused916],[ unused ##91 ##6 ]
[unused917],[ unused ##91 ##7 ]
[unused918],[ unused ##91 ##8 ]
[unused919],[ unused ##91 ##9 ]
[unused920],[ unused ##92 ##0 ]
[unused921],[ unused ##92 ##1 ]
[unused922],[ unused ##92 ##2 ]
[unused923],[ unused ##92 ##3 ]
[unused924],[ unused ##92 ##4 ]
[unused925],[ unused ##92 ##5 ]
[unused926],[ unused ##92 ##6 ]
[unused927],[ unused ##92 ##7 ]
[unused928],[ unused ##92 ##8 ]
[unused929],[ unused ##92 ##9 ]
[unused930],[ unused ##93 ##0 ]
[unused931],[ unused ##93 ##1 ]
[unused932],[ unused ##93 ##2 ]
[unused933],[ unused ##93 ##3 ]
[unused934],[ unused ##93 ##4 ]
[unused935],[ unused ##93 ##5 ]
[unused936],[ unused ##93 ##6 ]
[unused937],[ unused ##93 ##7 ]
[unused938],[ unused ##93 ##8 ]
[unused939],[ unused ##93 ##9 ]
[unused940],[ unused ##94 ##0 ]
[unused941],[ unused ##941 ]
[unused942],[ unused ##942 ]
[unused943],[ unused ##943 ]
[unused944],[ unused ##94 ##4 ]
[unused945],[ unused ##945 ]
[unused946],[ unused ##946 ]
[unused947],[ unused ##947 ]
[unused948],[ unused ##94 ##8 ]
[unused949],[ unused ##949 ]
[unused950],[ unused ##95 ##0 ]
[unused951],[ unused ##95 ##1 ]
[unused952],[ unused ##95 ##2 ]
[unused953],[ unused ##95 ##3 ]
[unused954],[ unused ##95 ##4 ]
[unused955],[ unused ##95 ##5 ]
[unused956],[ unused ##95 ##6 ]
[unused957],[ unused ##95 ##7 ]
[unused958],[ unused ##95 ##8 ]
[unused959],[ unused ##95 ##9 ]
[unused960],[ unused ##96 ##0 ]
[unused961],[ unused ##961 ]
[unused962],[ unused ##962 ]
[unused963],[ unused ##963 ]
[unused964],[ unused ##96 ##4 ]
[unused965],[ unused ##965 ]
[unused966],[ unused ##96 ##6 ]
[unused967],[ unused ##967 ]
[unused968],[ unused ##968 ]
[unused969],[ unused ##969 ]
[unused970],[ unused ##97 ##0 ]
[unused971],[ unused ##97 ##1 ]
[unused972],[ unused ##97 ##2 ]
[unused973],[ unused ##97 ##3 ]
[unused974],[ unused ##97 ##4 ]
[unused975],[ unused ##97 ##5 ]
[unused976],[ unused ##97 ##6 ]
[unused977],[ unused ##97 ##7 ]
[unused978],[ unused ##97 ##8 ]
[unused979],[ unused ##97 ##9 ]
[unused980],[ unused ##98 ##0 ]
[unused981],[ unused ##981 ]
[unused982],[ unused ##982 ]
[unused983],[ unused ##983 ]
[unused984],[ unused ##98 ##4 ]
[unused985],[ unused ##985 ]
[unused986],[ unused ##98 ##6 ]
[unused987],[ unused ##987 ]
[unused988],[ unused ##98 ##8 ]
[unused989],[ unused ##98 ##9 ]
[unused990],[ unused ##990 ]
[unused991],[ unused ##991 ]
[unused992],[ unused ##992 ]
[unused993],[ unused ##993 ]
ħ,[UNK]
ɑ,[UNK]
ɒ,[UNK]
ɕ,[UNK]
ɡ,[UNK]
ɣ,[UNK]
ɨ,[UNK]
ɫ,[UNK]
ɬ,[UNK]
ɯ,[UNK]
ɲ,[UNK]
ɾ,[UNK]
ʁ,[UNK]
ʂ,[UNK]
ʃ,[UNK]
ʉ,[UNK]
ʊ,[UNK]
ʋ,[UNK]
ʌ,[UNK]
ʎ,[UNK]
ʐ,[UNK]
ʑ,[UNK]
ʒ,[UNK]
ʔ,[UNK]
ʲ,[UNK]
ʷ,[UNK]
ʸ,[UNK]
ʻ,[UNK]
ʼ,[UNK]
ʾ,[UNK]
ʿ,[UNK]
ː,[UNK]
ˡ,[UNK]
ˣ,[UNK]
ˤ,[UNK]
љ,[UNK]
њ,[UNK]
ӏ,[UNK]
ա,[UNK]
բ,[UNK]
գ,[UNK]
դ,[UNK]
ե,[UNK]
թ,[UNK]
ի,[UNK]
լ,[UNK]
կ,[UNK]
հ,[UNK]
մ,[UNK]
յ,[UNK]
ն,[UNK]
ո,[UNK]
պ,[UNK]
ս,[UNK]
վ,[UNK]
տ,[UNK]
ր,[UNK]
ւ,[UNK]
ք,[UNK]
־,[UNK]
ך,[UNK]
ף,[UNK]
ץ,[UNK]
ٹ,[UNK]
उ,[UNK]
ए,[UNK]
ण,[UNK]
थ,[UNK]
॥,[UNK]
ং,[UNK]
অ,[UNK]
আ,[UNK]
ই,[UNK]
উ,[UNK]
এ,[UNK]
ও,[UNK]
খ,[UNK]
গ,[UNK]
চ,[UNK]
ছ,[UNK]
জ,[UNK]
ট,[UNK]
ড,[UNK]
ণ,[UNK]
থ,[UNK]
দ,[UNK]
ধ,[UNK]
প,[UNK]
ভ,[UNK]
শ,[UNK]
ষ,[UNK]
স,[UNK]
হ,[UNK]
ী,[UNK]
ந,[UNK]
ள,[UNK]
ನ,[UNK]
ರ,[UNK]
ಾ,[UNK]
ක,[UNK]
ය,[UNK]
ර,[UNK]
ල,[UNK]
ව,[UNK]
ා,[UNK]
พ,[UNK]
་,[UNK]
།,[UNK]
ག,[UNK]
ང,[UNK]
ད,[UNK]
ན,[UNK]
པ,[UNK]
བ,[UNK]
མ,[UNK]
འ,[UNK]
ར,[UNK]
ལ,[UNK]
ས,[UNK]
မ,[UNK]
ბ,[UNK]
გ,[UNK]
დ,[UNK]
თ,[UNK]
კ,[UNK]
ლ,[UNK]
მ,[UNK]
ნ,[UNK]
ო,[UNK]
ტ,[UNK]
უ,[UNK]
ᴬ,[UNK]
ᴮ,[UNK]
ᴰ,[UNK]
ᴵ,[UNK]
ᴺ,[UNK]
ᵀ,[UNK]
ᵇ,[UNK]
ᵈ,[UNK]
ᵍ,[UNK]
ᵏ,[UNK]
ᵐ,[UNK]
ᵖ,[UNK]
ᵘ,[UNK]
ᵣ,[UNK]
ᵤ,[UNK]
ᵥ,[UNK]
ᶜ,[UNK]
ᶠ,[UNK]
‒,[UNK]
‿,[UNK]
₅,[UNK]
₆,[UNK]
₇,[UNK]
₈,[UNK]
₉,[UNK]
₊,[UNK]
₍,[UNK]
₎,[UNK]
ₐ,[UNK]
ₑ,[UNK]
ₒ,[UNK]
ₓ,[UNK]
ₕ,[UNK]
ₗ,[UNK]
ₘ,[UNK]
ₙ,[UNK]
ₚ,[UNK]
ₛ,[UNK]
ₜ,[UNK]
₤,[UNK]
₩,[UNK]
₱,[UNK]
ℓ,[UNK]
⅓,[UNK]
⅔,[UNK]
↦,[UNK]
⇄,[UNK]
⇌,[UNK]
∇,[UNK]
☉,[UNK]
♭,[UNK]
ⱼ,[UNK]
⺩,[UNK]
⺼,[UNK]
⽥,[UNK]
『,[UNK]
』,[UNK]
〜,[UNK]
ぬ,[UNK]
ね,[UNK]
ふ,[UNK]
へ,[UNK]
ほ,[UNK]
み,[UNK]
む,[UNK]
め,[UNK]
や,[UNK]
ゆ,[UNK]
ろ,[UNK]
ァ,[UNK]
ィ,[UNK]
ェ,[UNK]
エ,[UNK]
オ,[UNK]
ケ,[UNK]
セ,[UNK]
チ,[UNK]
ナ,[UNK]
ニ,[UNK]
ノ,[UNK]
マ,[UNK]
ミ,[UNK]
ム,[UNK]
メ,[UNK]
モ,[UNK]
ャ,[UNK]
ュ,[UNK]
ョ,[UNK]
レ,[UNK]
ワ,[UNK]
主,[UNK]
久,[UNK]
之,[UNK]
也,[UNK]
事,[UNK]
五,[UNK]
井,[UNK]
亻,[UNK]
仁,[UNK]
介,[UNK]
代,[UNK]
仮,[UNK]
伊,[UNK]
佐,[UNK]
侍,[UNK]
保,[UNK]
健,[UNK]
元,[UNK]
光,[UNK]
八,[UNK]
内,[UNK]
劉,[UNK]
加,[UNK]
勝,[UNK]
区,[UNK]
十,[UNK]
千,[UNK]
南,[UNK]
博,[UNK]
原,[UNK]
古,[UNK]
史,[UNK]
司,[UNK]
合,[UNK]
吉,[UNK]
同,[UNK]
囗,[UNK]
四,[UNK]
國,[UNK]
土,[UNK]
坂,[UNK]
城,[UNK]
堂,[UNK]
士,[UNK]
夏,[UNK]
太,[UNK]
夫,[UNK]
奈,[UNK]
女,[UNK]
宀,[UNK]
宇,[UNK]
宗,[UNK]
宣,[UNK]
宮,[UNK]
家,[UNK]
宿,[UNK]
寺,[UNK]
將,[UNK]
小,[UNK]
尚,[UNK]
山,[UNK]
岡,[UNK]
島,[UNK]
崎,[UNK]
川,[UNK]
州,[UNK]
巿,[UNK]
帝,[UNK]
平,[UNK]
幸,[UNK]
广,[UNK]
弘,[UNK]
張,[UNK]
彳,[UNK]
後,[UNK]
御,[UNK]
德,[UNK]
心,[UNK]
忄,[UNK]
志,[UNK]
忠,[UNK]
愛,[UNK]
戦,[UNK]
戸,[UNK]
手,[UNK]
扌,[UNK]
政,[UNK]
星,[UNK]
春,[UNK]
昭,[UNK]
智,[UNK]
曲,[UNK]
書,[UNK]
朝,[UNK]
木,[UNK]
李,[UNK]
村,[UNK]
東,[UNK]
松,[UNK]
林,[UNK]
森,[UNK]
楊,[UNK]
樹,[UNK]
橋,[UNK]
歌,[UNK]
止,[UNK]
正,[UNK]
武,[UNK]
比,[UNK]
氏,[UNK]
民,[UNK]
水,[UNK]
氵,[UNK]
氷,[UNK]
永,[UNK]
江,[UNK]
沢,[UNK]
河,[UNK]
治,[UNK]
海,[UNK]
清,[UNK]
瀬,[UNK]
火,[UNK]
版,[UNK]
犬,[UNK]
王,[UNK]
田,[UNK]
疒,[UNK]
発,[UNK]
白,[UNK]
皇,[UNK]
相,[UNK]
省,[UNK]
真,[UNK]
石,[UNK]
示,[UNK]
社,[UNK]
神,[UNK]
福,[UNK]
禾,[UNK]
秀,[UNK]
秋,[UNK]
空,[UNK]
章,[UNK]
竹,[UNK]
糹,[UNK]
美,[UNK]
義,[UNK]
耳,[UNK]
良,[UNK]
艹,[UNK]
花,[UNK]
英,[UNK]
華,[UNK]
葉,[UNK]
藤,[UNK]
街,[UNK]
西,[UNK]
見,[UNK]
訁,[UNK]
谷,[UNK]
貝,[UNK]
貴,[UNK]
車,[UNK]
軍,[UNK]
辶,[UNK]
道,[UNK]
郎,[UNK]
郡,[UNK]
都,[UNK]
里,[UNK]
野,[UNK]
金,[UNK]
鈴,[UNK]
镇,[UNK]
長,[UNK]
門,[UNK]
間,[UNK]
阝,[UNK]
阿,[UNK]
陳,[UNK]
陽,[UNK]
雄,[UNK]
青,[UNK]
風,[UNK]
食,[UNK]
香,[UNK]
馬,[UNK]
高,[UNK]
龍,[UNK]
龸,[UNK]
／,[UNK]
...,. . .
council,coun ##cil
championship,champions ##hip
northern,northe ##rn
southern,south ##ern
minister,mini ##ster
appointed,appoint ##ed
debut,deb ##ut
vocals,vocal ##s
lips,lip ##s
federal,fed ##eral
saint,sa ##int
theatre,the ##atre
valley,val ##ley
african,africa ##n
husband,hu ##sb ##and
shook,sho ##ok
km²,km ##²
secretary,secret ##ary
navy,nav ##y
championships,champions ##hips
catholic,cath ##olic
municipality,mun ##icipality
smiled,smile ##d
parliament,parl ##iam ##ent
1974,197 ##4
soviet,sov ##iet
youth,yout ##h
nodded,nod ##ded
1968,196 ##8
1973,197 ##3
1945,194 ##5
bishop,bis ##hop
empire,empir ##e
1971,197 ##1
chairman,chair ##man
1967,196 ##7
regiment,regi ##ment
congress,congr ##ess
democratic,demo ##cr ##atic
rural,ru ##ral
township,towns ##hip
1964,196 ##4
1966,196 ##6
soldiers,soldier ##s
1965,196 ##5
pennsylvania,pen ##ns ##yl ##van ##ia
genus,gen ##us
wales,wal ##es
parish,paris ##h
troops,tro ##ops
creek,cre ##ek
jewish,jew ##ish
1944,194 ##4
corps,corp ##s
1963,196 ##3
squadron,squ ##ad ##ron
1962,196 ##2
kilometres,kil ##omet ##res
britain,brit ##ain
officers,officer ##s
nations,nation ##s
emperor,emp ##ero ##r
ministry,mini ##str ##y
1942,194 ##2
throat,thro ##at
politician,polit ##ician
1961,196 ##1
olympics,olymp ##ics
carolina,carol ##ina
duke,du ##ke
lieutenant,lieu ##tenant
1943,194 ##3
1956,195 ##6
1958,195 ##8
drums,drum ##s
victoria,victor ##ia
1959,195 ##9
elections,election ##s
elizabeth,eli ##za ##bet ##h
1941,194 ##1
1940,194 ##0
competed,compete ##d
1948,194 ##8
actress,act ##ress
marine,mari ##ne
scotland,scot ##land
1957,195 ##7
residents,resident ##s
households,household ##s
1939,193 ##9
1946,194 ##6
infantry,inf ##ant ##ry
republican,republic ##an
1955,195 ##5
memorial,memor ##ial
naval,nav ##al
whispered,whisper ##ed
columbia,colum ##bi ##a
1952,195 ##2
senate,sen ##ate
1947,194 ##7
leaned,lean ##ed
orchestra,orchest ##ra
comedy,come ##dy
rugby,rug ##by
1954,195 ##4
1953,195 ##3
ohio,oh ##io
headquarters,head ##qua ##rt ##ers
1949,194 ##9
scottish,scott ##ish
leadership,leaders ##hip
deputy,dep ##uty
1960s,1960 ##s
battalion,batt ##ali ##on
1951,195 ##1
sciences,science ##s
michigan,mich ##igan
palace,pal ##ace
laughed,laugh ##ed
brigade,bri ##ga ##de
supreme,supre ##me
1938,193 ##8
1936,193 ##6
1918,191 ##8
railroad,rail ##road
illinois,ill ##inois
stomach,sto ##mach
colonel,colon ##el
oxford,ox ##ford
1937,193 ##7
footballer,football ##er
olympic,olymp ##ic
vampire,va ##mp ##ire
massachusetts,mass ##ach ##use ##tts
philadelphia,phil ##adel ##ph ##ia
crown,crow ##n
sexual,sex ##ual
jesus,jes ##us
1930,193 ##0
pakistan,pak ##istan
northwest,north ##west
documentary,document ##ary
cemetery,ce ##meter ##y
1919,191 ##9
1933,193 ##3
exhibition,exhibit ##ion
municipal,mun ##icip ##al
constitution,constitu ##tion
1914,191 ##4
opposition,opp ##osition
ontario,ont ##ario
chamber,cham ##ber
1934,193 ##4
officials,official ##s
1917,191 ##7
1929,192 ##9
princess,prince ##ss
poetry,poe ##try
starring,star ##ring
acres,acr ##es
earl,ear ##l
1928,192 ##8
1932,193 ##2
squad,squ ##ad
centuries,cent ##uries
literary,liter ##ary
arrested,arr ##ested
cambridge,camb ##ridge
villages,village ##s
1931,193 ##1
communist,commun ##ist
1927,192 ##7
kissed,kiss ##ed
northeast,northe ##ast
1922,192 ##2
wooden,wood ##en
poet,poe ##t
violence,viol ##ence
1924,192 ##4
pope,pop ##e
aired,air ##ed
commissioned,commission ##ed
americans,american ##s
1925,192 ##5
1950s,1950 ##s
inhabitants,inh ##abit ##ants
1912,191 ##2
cape,cap ##e
1926,192 ##6
presidential,president ##ial
legislative,legisl ##ative
1921,192 ##1
founding,found ##ing
artillery,art ##iller ##y
attorney,att ##orney
agricultural,agr ##icult ##ural
mexican,mex ##ican
1923,192 ##3
1915,191 ##5
southwest,south ##west
1916,191 ##6
metropolitan,metro ##pol ##itan
chapel,chap ##el
1910,191 ##0
journalist,journal ##ist
provincial,prov ##inci ##al
priest,pri ##est
marie,mari ##e
canal,can ##al
treaty,treat ##y
cathedral,cath ##ed ##ral
cheek,che ##ek
wore,wor ##e
nfl,nf ##l
dressed,dress ##ed
stairs,stair ##s
kansas,kan ##sa ##s
downtown,downto ##wn
1913,191 ##3
tropical,trop ##ical
minnesota,min ##nes ##ota
philippines,philipp ##ines
vietnam,viet ##nam
muslim,mus ##lim
colorado,color ##ado
jews,jew ##s
1911,191 ##1
athletic,ath ##let ##ic
senator,sen ##ator
sisters,sister ##s
injured,inj ##ured
underground,under ##ground
churches,church ##es
agriculture,agr ##icult ##ure
softly,soft ##ly
indiana,indian ##a
woods,wood ##s
historian,histor ##ian
wisconsin,wis ##cons ##in
invasion,inv ##asion
missouri,miss ##our ##i
tennessee,ten ##nesse ##e
wounded,wound ##ed
1908,190 ##8
coal,coa ##l
dynasty,dyna ##sty
queensland,queens ##land
crisis,cris ##is
referee,refere ##e
colonial,colon ##ial
hollywood,holly ##wood
lincoln,lin ##col ##n
maryland,mary ##land
trophy,trop ##hy
musicians,musician ##s
frederick,fred ##erick
chin,chi ##n
prix,pri ##x
courts,court ##s
coat,coa ##t
quebec,que ##bec
kings,king ##s
greece,gree ##ce
sighed,sigh ##ed
accused,accu ##sed
1905,190 ##5
islamic,is ##lam ##ic
1906,190 ##6
flew,fle ##w
1907,190 ##7
borough,bor ##ough
constituency,constitu ##ency
economics,economic ##s
margaret,marg ##aret
montreal,mont ##real
1909,190 ##9
threatened,threat ##ened
expedition,exped ##ition
childhood,child ##hood
mph,mp ##h
israeli,israel ##i
kentucky,kent ##ucky
lawrence,law ##rence
detroit,det ##ro ##it
smiling,smil ##ing
poverty,pov ##erty
ethnic,eth ##nic
gay,ga ##y
commonwealth,common ##we ##alth
rio,ri ##o
conservation,conserv ##ation
1930s,193 ##0s
1904,190 ##4
victims,victim ##s
colony,colon ##y
carter,cart ##er
iraq,ir ##aq
fifa,fif ##a
commune,commun ##e
daughters,daughter ##s
jaw,ja ##w
aviation,avi ##ation
eddie,edd ##ie
honorary,honor ##ary
racial,rac ##ial
parliamentary,parl ##iam ##enta ##ry
louisiana,louis ##iana
1902,190 ##2
1903,190 ##3
coastal,coast ##al
medieval,medi ##eval
scholars,scholar ##s
baron,bar ##on
diocese,di ##oc ##ese
ncaa,nc ##aa
waist,wai ##st
kennedy,ken ##nedy
gardens,garden ##s
commissioner,commission ##er
reign,re ##ign
oklahoma,ok ##la ##hom ##a
grin,gr ##in
atlanta,atl ##anta
praised,pra ##ised
laughing,laugh ##ing
hungary,hung ##ary
poems,poem ##s
norman,norm ##an
rifle,ri ##fl ##e
premiered,premier ##ed
prisoners,prison ##ers
leather,lea ##ther
mississippi,miss ##iss ##ipp ##i
admiral,adm ##iral
charlotte,char ##lot ##te
nelson,ne ##ls ##on
aunt,au ##nt
tribe,tri ##be
ukraine,ukrain ##e
edinburgh,edi ##nb ##urg ##h
broadway,broad ##way
cavalry,ca ##val ##ry
iowa,iow ##a
franklin,frank ##lin
ukrainian,ukrain ##ian
portugal,port ##ugal
orleans,or ##leans
puerto,pu ##erto
guitarist,guitar ##ist
peninsula,pen ##ins ##ula
novels,novel ##s
vienna,vie ##nn ##a
debuted,deb ##uted
songwriter,song ##writer
malaysia,mal ##ays ##ia
cheeks,che ##eks
allied,all ##ied
cleveland,cle ##vel ##and
soundtrack,sound ##track
coalition,coa ##li ##tion
ambassador,amb ##assa ##dor
campbell,camp ##bell
1898,189 ##8
gulf,gu ##lf
electoral,elect ##oral
legislation,legisl ##ation
assault,ass ##ault
socialist,social ##ist
abbey,abb ##ey
monument,mon ##ument
throne,thro ##ne
connecticut,connect ##ic ##ut
welsh,wel ##sh
voiced,voice ##d
forehead,fore ##head
remix,remi ##x
vampires,va ##mp ##ires
instrumental,instrument ##al
stanley,stan ##ley
austrian,austria ##n
protest,prote ##st
ottoman,otto ##man
1890,189 ##0
revolutionary,revolution ##ary
liverpool,live ##rp ##ool
baltimore,bal ##tim ##ore
statue,stat ##ue
indonesia,indones ##ia
orthodox,ortho ##do ##x
depression,depre ##ssion
worn,wor ##n
claire,cla ##ire
muttered,mutt ##ered
emily,emil ##y
spiritual,spirit ##ual
parker,park ##er
murray,mur ##ray
pittsburgh,pit ##ts ##burgh
indigenous,indi ##gen ##ous
romantic,roman ##tic
1895,189 ##5
1896,189 ##6
logan,log ##an
revival,rev ##ival
commanded,command ##ed
jeans,jean ##s
helen,hel ##en
percussion,perc ##ussion
celebrated,celebr ##ated
romania,roman ##ia
mills,mill ##s
shrugged,shr ##ugg ##ed
1897,189 ##7
violent,viol ##ent
filmed,film ##ed
°c,° ##c
criticized,criticize ##d
sang,san ##g
legislature,legisl ##ature
disney,dis ##ney
influential,influ ##ential
nazi,naz ##i
newspapers,newspaper ##s
basin,bas ##in
monastery,mon ##aster ##y
missions,mission ##s
elder,el ##der
warriors,warr ##iors
finland,fin ##land
barbara,bar ##bara
injuries,inj ##uries
nba,nb ##a
ladies,lad ##ies
shower,show ##er
sheriff,sher ##iff
summit,summ ##it
jury,jur ##y
foster,fos ##ter
vessels,vessel ##s
patrol,pat ##rol
1889,188 ##9
athletics,ath ##let ##ics
birmingham,bi ##rm ##ing ##ham
nomination,nomin ##ation
1893,189 ##3
harbor,har ##bor
thailand,thai ##land
indians,indian ##s
archbishop,arch ##bish ##op
serbian,ser ##bian
scent,scen ##t
1892,189 ##2
rival,riv ##al
1894,189 ##4
constitutional,constitu ##tion ##al
arrest,arr ##est
habitat,habit ##at
cotton,cot ##ton
scholarship,scholar ##ship
cbs,cb ##s
1885,188 ##5
saints,sa ##ints
climbed,climb ##ed
choir,cho ##ir
lakes,lake ##s
jacket,jack ##et
peaked,peak ##ed
annually,annual ##ly
1891,189 ##1
brooklyn,bro ##oklyn
catherine,cath ##er ##ine
fuck,fuc ##k
farmers,farmer ##s
hugh,hug ##h
shouted,shout ##ed
cried,cri ##ed
1920s,1920 ##s
cabin,cab ##in
utah,ut ##ah
muscles,muscle ##s
victorian,victor ##ian
warner,warn ##er
