wordpiece,tokenized by seBERT
[unused794],[ unused ##79 ##4 ]
[unused795],[ unused ##79 ##5 ]
[unused796],[ unused ##79 ##6 ]
[unused797],[ unused ##79 ##7 ]
[unused798],[ unused ##79 ##8 ]
[unused799],[ unused ##79 ##9 ]
[unused800],[ unused ##800 ]
[unused801],[ unused ##801 ]
[unused802],[ unused ##802 ]
[unused803],[ unused ##803 ]
[unused804],[ unused ##804 ]
[unused805],[ unused ##805 ]
[unused806],[ unused ##806 ]
[unused807],[ unused ##807 ]
[unused808],[ unused ##808 ]
[unused809],[ unused ##809 ]
[unused810],[ unused ##81 ##0 ]
[unused811],[ unused ##81 ##1 ]
[unused812],[ unused ##81 ##2 ]
[unused813],[ unused ##81 ##3 ]
[unused814],[ unused ##81 ##4 ]
[unused815],[ unused ##81 ##5 ]
[unused816],[ unused ##81 ##6 ]
[unused817],[ unused ##81 ##7 ]
[unused818],[ unused ##81 ##8 ]
[unused819],[ unused ##81 ##9 ]
[unused820],[ unused ##82 ##0 ]
[unused821],[ unused ##821 ]
[unused822],[ unused ##82 ##2 ]
[unused823],[ unused ##82 ##3 ]
[unused824],[ unused ##82 ##4 ]
[unused825],[ unused ##825 ]
[unused826],[ unused ##82 ##6 ]
[unused827],[ unused ##82 ##7 ]
[unused828],[ unused ##828 ]
[unused829],[ unused ##82 ##9 ]
[unused830],[ unused ##830 ]
[unused831],[ unused ##831 ]
[unused832],[ unused ##83 ##2 ]
[unused833],[ unused ##833 ]
[unused834],[ unused ##834 ]
[unused835],[ unused ##835 ]
[unused836],[ unused ##836 ]
[unused837],[ unused ##837 ]
[unused838],[ unused ##838 ]
[unused839],[ unused ##839 ]
[unused840],[ unused ##840 ]
[unused841],[ unused ##841 ]
[unused842],[ unused ##842 ]
[unused843],[ unused ##843 ]
[unused844],[ unused ##844 ]
[unused845],[ unused ##845 ]
[unused846],[ unused ##846 ]
[unused847],[ unused ##847 ]
[unused848],[ unused ##848 ]
[unused849],[ unused ##849 ]
[unused850],[ unused ##85 ##0 ]
[unused851],[ unused ##851 ]
[unused852],[ unused ##85 ##2 ]
[unused853],[ unused ##85 ##3 ]
[unused854],[ unused ##85 ##4 ]
[unused855],[ unused ##85 ##5 ]
[unused856],[ unused ##85 ##6 ]
[unused857],[ unused ##85 ##7 ]
[unused858],[ unused ##85 ##8 ]
[unused859],[ unused ##85 ##9 ]
[unused860],[ unused ##860 ]
[unused861],[ unused ##861 ]
[unused862],[ unused ##862 ]
[unused863],[ unused ##863 ]
[unused864],[ unused ##86 ##4 ]
[unused865],[ unused ##865 ]
[unused866],[ unused ##866 ]
[unused867],[ unused ##867 ]
[unused868],[ unused ##868 ]
[unused869],[ unused ##869 ]
[unused870],[ unused ##870 ]
[unused871],[ unused ##871 ]
[unused872],[ unused ##872 ]
[unused873],[ unused ##873 ]
[unused874],[ unused ##874 ]
[unused875],[ unused ##875 ]
[unused876],[ unused ##876 ]
[unused877],[ unused ##877 ]
[unused878],[ unused ##878 ]
[unused879],[ unused ##879 ]
[unused880],[ unused ##88 ##0 ]
[unused881],[ unused ##881 ]
[unused882],[ unused ##882 ]
[unused883],[ unused ##88 ##3 ]
[unused884],[ unused ##88 ##4 ]
[unused885],[ unused ##885 ]
[unused886],[ unused ##88 ##6 ]
[unused887],[ unused ##88 ##7 ]
[unused888],[ unused ##888 ]
[unused889],[ unused ##88 ##9 ]
[unused890],[ unused ##89 ##0 ]
[unused891],[ unused ##891 ]
[unused892],[ unused ##892 ]
[unused893],[ unused ##893 ]
[unused894],[ unused ##89 ##4 ]
[unused895],[ unused ##895 ]
[unused896],[ unused ##896 ]
[unused897],[ unused ##897 ]
[unused898],[ unused ##898 ]
[unused899],[ unused ##89 ##9 ]
[unused900],[ unused ##90 ##0 ]
[unused901],[ unused ##901 ]
[unused902],[ unused ##902 ]
[unused903],[ unused ##903 ]
[unused904],[ unused ##904 ]
[unused905],[ unused ##905 ]
[unused906],[ unused ##906 ]
[unused907],[ unused ##907 ]
[unused908],[ unused ##908 ]
[unused909],[ unused ##909 ]
[unused910],[ unused ##91 ##0 ]
[unused911],[ unused ##91 ##1 ]
[unused912],[ unused ##91 ##2 ]
[unused913],[ unused ##91 ##3 ]
[unused914],[ unused ##91 ##4 ]
[unused915],[ unused ##91 ##5 ]
[unused916],[ unused ##91 ##6 ]
[unused917],[ unused ##91 ##7 ]
[unused918],[ unused ##91 ##8 ]
[unused919],[ unused ##91 ##9 ]
[unused920],[ unused ##92 ##0 ]
[unused921],[ unused ##92 ##1 ]
[unused922],[ unused ##92 ##2 ]
[unused923],[ unused ##92 ##3 ]
[unused924],[ unused ##92 ##4 ]
[unused925],[ unused ##92 ##5 ]
[unused926],[ unused ##92 ##6 ]
[unused927],[ unused ##92 ##7 ]
[unused928],[ unused ##92 ##8 ]
[unused929],[ unused ##92 ##9 ]
[unused930],[ unused ##93 ##0 ]
[unused931],[ unused ##931 ]
[unused932],[ unused ##93 ##2 ]
[unused933],[ unused ##93 ##3 ]
[unused934],[ unused ##93 ##4 ]
[unused935],[ unused ##93 ##5 ]
[unused936],[ unused ##93 ##6 ]
[unused937],[ unused ##93 ##7 ]
[unused938],[ unused ##93 ##8 ]
[unused939],[ unused ##93 ##9 ]
[unused940],[ unused ##940 ]
[unused941],[ unused ##941 ]
[unused942],[ unused ##942 ]
[unused943],[ unused ##943 ]
[unused944],[ unused ##944 ]
[unused945],[ unused ##945 ]
[unused946],[ unused ##946 ]
[unused947],[ unused ##947 ]
[unused948],[ unused ##948 ]
[unused949],[ unused ##949 ]
[unused950],[ unused ##95 ##0 ]
[unused951],[ unused ##95 ##1 ]
[unused952],[ unused ##95 ##2 ]
[unused953],[ unused ##95 ##3 ]
[unused954],[ unused ##95 ##4 ]
[unused955],[ unused ##95 ##5 ]
[unused956],[ unused ##95 ##6 ]
[unused957],[ unused ##95 ##7 ]
[unused958],[ unused ##95 ##8 ]
[unused959],[ unused ##95 ##9 ]
[unused960],[ unused ##96 ##0 ]
[unused961],[ unused ##961 ]
[unused962],[ unused ##962 ]
[unused963],[ unused ##963 ]
[unused964],[ unused ##96 ##4 ]
[unused965],[ unused ##965 ]
[unused966],[ unused ##96 ##6 ]
[unused967],[ unused ##96 ##7 ]
[unused968],[ unused ##968 ]
[unused969],[ unused ##969 ]
[unused970],[ unused ##97 ##0 ]
[unused971],[ unused ##971 ]
[unused972],[ unused ##972 ]
[unused973],[ unused ##973 ]
[unused974],[ unused ##974 ]
[unused975],[ unused ##975 ]
[unused976],[ unused ##976 ]
[unused977],[ unused ##97 ##7 ]
[unused978],[ unused ##978 ]
[unused979],[ unused ##979 ]
[unused980],[ unused ##98 ##0 ]
[unused981],[ unused ##981 ]
[unused982],[ unused ##98 ##2 ]
[unused983],[ unused ##98 ##3 ]
[unused984],[ unused ##98 ##4 ]
[unused985],[ unused ##985 ]
[unused986],[ unused ##98 ##6 ]
[unused987],[ unused ##98 ##7 ]
[unused988],[ unused ##98 ##8 ]
[unused989],[ unused ##98 ##9 ]
[unused990],[ unused ##99 ##0 ]
[unused991],[ unused ##991 ]
[unused992],[ unused ##992 ]
[unused993],[ unused ##993 ]
÷,[UNK]
ħ,[UNK]
ŋ,[UNK]
ɐ,[UNK]
ɑ,[UNK]
ɒ,[UNK]
ɔ,[UNK]
ɕ,[UNK]
ɛ,[UNK]
ɡ,[UNK]
ɣ,[UNK]
ɨ,[UNK]
ɪ,[UNK]
ɫ,[UNK]
ɬ,[UNK]
ɯ,[UNK]
ɲ,[UNK]
ɴ,[UNK]
ɹ,[UNK]
ɾ,[UNK]
ʀ,[UNK]
ʁ,[UNK]
ʂ,[UNK]
ʃ,[UNK]
ʉ,[UNK]
ʊ,[UNK]
ʋ,[UNK]
ʌ,[UNK]
ʎ,[UNK]
ʐ,[UNK]
ʑ,[UNK]
ʒ,[UNK]
ʔ,[UNK]
ʰ,[UNK]
ʲ,[UNK]
ʳ,[UNK]
ʷ,[UNK]
ʸ,[UNK]
ʻ,[UNK]
ʼ,[UNK]
ʾ,[UNK]
ʿ,[UNK]
ˈ,[UNK]
ː,[UNK]
ˡ,[UNK]
ˢ,[UNK]
ˣ,[UNK]
ˤ,[UNK]
ζ,[UNK]
ξ,[UNK]
χ,[UNK]
ψ,[UNK]
ъ,[UNK]
ђ,[UNK]
є,[UNK]
ј,[UNK]
љ,[UNK]
њ,[UNK]
ћ,[UNK]
ӏ,[UNK]
ա,[UNK]
բ,[UNK]
գ,[UNK]
դ,[UNK]
ե,[UNK]
թ,[UNK]
ի,[UNK]
լ,[UNK]
կ,[UNK]
հ,[UNK]
մ,[UNK]
յ,[UNK]
ն,[UNK]
ո,[UNK]
պ,[UNK]
ս,[UNK]
վ,[UNK]
տ,[UNK]
ր,[UNK]
ւ,[UNK]
ք,[UNK]
־,[UNK]
ז,[UNK]
ח,[UNK]
ך,[UNK]
כ,[UNK]
ם,[UNK]
ע,[UNK]
ף,[UNK]
פ,[UNK]
ץ,[UNK]
צ,[UNK]
،,[UNK]
ء,[UNK]
ة,[UNK]
ث,[UNK]
خ,[UNK]
ذ,[UNK]
ص,[UNK]
ض,[UNK]
ط,[UNK]
ظ,[UNK]
ـ,[UNK]
ق,[UNK]
ى,[UNK]
ٹ,[UNK]
پ,[UNK]
چ,[UNK]
ں,[UNK]
ھ,[UNK]
ہ,[UNK]
ے,[UNK]
अ,[UNK]
आ,[UNK]
उ,[UNK]
ए,[UNK]
ख,[UNK]
ग,[UNK]
च,[UNK]
ज,[UNK]
ट,[UNK]
ड,[UNK]
ण,[UNK]
त,[UNK]
थ,[UNK]
द,[UNK]
ध,[UNK]
प,[UNK]
ब,[UNK]
भ,[UNK]
म,[UNK]
य,[UNK]
ल,[UNK]
व,[UNK]
श,[UNK]
ष,[UNK]
स,[UNK]
ह,[UNK]
ी,[UNK]
ो,[UNK]
।,[UNK]
॥,[UNK]
ং,[UNK]
অ,[UNK]
আ,[UNK]
ই,[UNK]
উ,[UNK]
এ,[UNK]
ও,[UNK]
ক,[UNK]
খ,[UNK]
গ,[UNK]
চ,[UNK]
ছ,[UNK]
জ,[UNK]
ট,[UNK]
ড,[UNK]
ণ,[UNK]
ত,[UNK]
থ,[UNK]
দ,[UNK]
ধ,[UNK]
ন,[UNK]
প,[UNK]
ব,[UNK]
ভ,[UNK]
ম,[UNK]
য,[UNK]
র,[UNK]
ল,[UNK]
শ,[UNK]
ষ,[UNK]
স,[UNK]
হ,[UNK]
ি,[UNK]
ী,[UNK]
ে,[UNK]
க,[UNK]
ச,[UNK]
ட,[UNK]
த,[UNK]
ந,[UNK]
ன,[UNK]
ப,[UNK]
ம,[UNK]
ய,[UNK]
ர,[UNK]
ல,[UNK]
ள,[UNK]
வ,[UNK]
ா,[UNK]
ி,[UNK]
ு,[UNK]
ே,[UNK]
ை,[UNK]
ನ,[UNK]
ರ,[UNK]
ಾ,[UNK]
ක,[UNK]
ය,[UNK]
ර,[UNK]
ල,[UNK]
ව,[UNK]
ා,[UNK]
ก,[UNK]
ง,[UNK]
ต,[UNK]
ท,[UNK]
พ,[UNK]
ม,[UNK]
ย,[UNK]
ร,[UNK]
ล,[UNK]
ว,[UNK]
ส,[UNK]
་,[UNK]
།,[UNK]
ག,[UNK]
ང,[UNK]
ད,[UNK]
ན,[UNK]
པ,[UNK]
བ,[UNK]
མ,[UNK]
འ,[UNK]
ར,[UNK]
ལ,[UNK]
ས,[UNK]
မ,[UNK]
ბ,[UNK]
გ,[UNK]
დ,[UNK]
ე,[UNK]
ვ,[UNK]
თ,[UNK]
კ,[UNK]
ლ,[UNK]
მ,[UNK]
ნ,[UNK]
ო,[UNK]
რ,[UNK]
ს,[UNK]
ტ,[UNK]
უ,[UNK]
ᄊ,[UNK]
ᴬ,[UNK]
ᴮ,[UNK]
ᴰ,[UNK]
ᴵ,[UNK]
ᴺ,[UNK]
ᵀ,[UNK]
ᵃ,[UNK]
ᵇ,[UNK]
ᵈ,[UNK]
ᵉ,[UNK]
ᵍ,[UNK]
ᵏ,[UNK]
ᵐ,[UNK]
ᵒ,[UNK]
ᵖ,[UNK]
ᵗ,[UNK]
ᵘ,[UNK]
ᵢ,[UNK]
ᵣ,[UNK]
ᵤ,[UNK]
ᵥ,[UNK]
ᶜ,[UNK]
ᶠ,[UNK]
‒,[UNK]
‖,[UNK]
“,[UNK]
”,[UNK]
‡,[UNK]
‰,[UNK]
′,[UNK]
″,[UNK]
‿,[UNK]
⁄,[UNK]
⁰,[UNK]
ⁱ,[UNK]
⁴,[UNK]
⁵,[UNK]
⁶,[UNK]
⁷,[UNK]
⁸,[UNK]
⁹,[UNK]
⁺,[UNK]
⁻,[UNK]
ⁿ,[UNK]
₀,[UNK]
₁,[UNK]
₂,[UNK]
₃,[UNK]
₄,[UNK]
₅,[UNK]
₆,[UNK]
₇,[UNK]
₈,[UNK]
₉,[UNK]
₊,[UNK]
₍,[UNK]
₎,[UNK]
ₐ,[UNK]
ₑ,[UNK]
ₒ,[UNK]
ₓ,[UNK]
ₕ,[UNK]
ₖ,[UNK]
ₗ,[UNK]
ₘ,[UNK]
ₙ,[UNK]
ₚ,[UNK]
ₛ,[UNK]
ₜ,[UNK]
₤,[UNK]
₩,[UNK]
₱,[UNK]
₹,[UNK]
ℓ,[UNK]
№,[UNK]
ℝ,[UNK]
⅓,[UNK]
⅔,[UNK]
↔,[UNK]
↦,[UNK]
⇄,[UNK]
⇌,[UNK]
∂,[UNK]
∅,[UNK]
∆,[UNK]
∇,[UNK]
∈,[UNK]
∗,[UNK]
∘,[UNK]
∞,[UNK]
∧,[UNK]
∨,[UNK]
∩,[UNK]
∪,[UNK]
≈,[UNK]
≡,[UNK]
⊂,[UNK]
⊆,[UNK]
⊕,[UNK]
⊗,[UNK]
⋅,[UNK]
▪,[UNK]
☆,[UNK]
☉,[UNK]
♠,[UNK]
♣,[UNK]
♥,[UNK]
♦,[UNK]
♭,[UNK]
♯,[UNK]
⟨,[UNK]
⟩,[UNK]
ⱼ,[UNK]
⺩,[UNK]
⺼,[UNK]
⽥,[UNK]
〈,[UNK]
〉,[UNK]
『,[UNK]
』,[UNK]
〜,[UNK]
あ,[UNK]
え,[UNK]
お,[UNK]
き,[UNK]
く,[UNK]
け,[UNK]
さ,[UNK]
せ,[UNK]
そ,[UNK]
ち,[UNK]
っ,[UNK]
つ,[UNK]
ぬ,[UNK]
ね,[UNK]
ひ,[UNK]
ふ,[UNK]
へ,[UNK]
ほ,[UNK]
み,[UNK]
む,[UNK]
め,[UNK]
も,[UNK]
や,[UNK]
ゆ,[UNK]
よ,[UNK]
ら,[UNK]
り,[UNK]
ろ,[UNK]
ん,[UNK]
ァ,[UNK]
ウ,[UNK]
ェ,[UNK]
エ,[UNK]
オ,[UNK]
カ,[UNK]
キ,[UNK]
ケ,[UNK]
サ,[UNK]
セ,[UNK]
チ,[UNK]
ナ,[UNK]
ニ,[UNK]
ノ,[UNK]
ヒ,[UNK]
ヘ,[UNK]
ホ,[UNK]
マ,[UNK]
ミ,[UNK]
ム,[UNK]
メ,[UNK]
モ,[UNK]
ャ,[UNK]
ュ,[UNK]
ョ,[UNK]
レ,[UNK]
ワ,[UNK]
世,[UNK]
久,[UNK]
五,[UNK]
井,[UNK]
京,[UNK]
亻,[UNK]
仁,[UNK]
介,[UNK]
仮,[UNK]
伊,[UNK]
佐,[UNK]
侍,[UNK]
健,[UNK]
光,[UNK]
八,[UNK]
劉,[UNK]
勝,[UNK]
北,[UNK]
千,[UNK]
南,[UNK]
古,[UNK]
史,[UNK]
司,[UNK]
吉,[UNK]
囗,[UNK]
四,[UNK]
國,[UNK]
土,[UNK]
坂,[UNK]
城,[UNK]
堂,[UNK]
場,[UNK]
士,[UNK]
夏,[UNK]
夫,[UNK]
奈,[UNK]
女,[UNK]
宀,[UNK]
宇,[UNK]
宗,[UNK]
宣,[UNK]
宮,[UNK]
宿,[UNK]
寺,[UNK]
將,[UNK]
尚,[UNK]
山,[UNK]
岡,[UNK]
島,[UNK]
崎,[UNK]
川,[UNK]
州,[UNK]
巿,[UNK]
帝,[UNK]
幸,[UNK]
广,[UNK]
弘,[UNK]
張,[UNK]
彳,[UNK]
後,[UNK]
御,[UNK]
忄,[UNK]
忠,[UNK]
愛,[UNK]
戦,[UNK]
戸,[UNK]
扌,[UNK]
政,[UNK]
春,[UNK]
昭,[UNK]
智,[UNK]
曲,[UNK]
書,[UNK]
朝,[UNK]
木,[UNK]
李,[UNK]
村,[UNK]
東,[UNK]
松,[UNK]
林,[UNK]
森,[UNK]
楊,[UNK]
樹,[UNK]
橋,[UNK]
歌,[UNK]
武,[UNK]
氏,[UNK]
民,[UNK]
水,[UNK]
氵,[UNK]
氷,[UNK]
永,[UNK]
江,[UNK]
沢,[UNK]
河,[UNK]
治,[UNK]
海,[UNK]
漢,[UNK]
瀬,[UNK]
火,[UNK]
犬,[UNK]
王,[UNK]
田,[UNK]
男,[UNK]
疒,[UNK]
発,[UNK]
白,[UNK]
皇,[UNK]
省,[UNK]
石,[UNK]
神,[UNK]
福,[UNK]
禾,[UNK]
秀,[UNK]
秋,[UNK]
竹,[UNK]
糹,[UNK]
美,[UNK]
義,[UNK]
耳,[UNK]
良,[UNK]
艹,[UNK]
花,[UNK]
華,[UNK]
葉,[UNK]
藤,[UNK]
街,[UNK]
西,[UNK]
見,[UNK]
訁,[UNK]
語,[UNK]
谷,[UNK]
貝,[UNK]
貴,[UNK]
車,[UNK]
軍,[UNK]
辶,[UNK]
郎,[UNK]
郡,[UNK]
野,[UNK]
鈴,[UNK]
镇,[UNK]
長,[UNK]
門,[UNK]
間,[UNK]
阝,[UNK]
阿,[UNK]
陳,[UNK]
陽,[UNK]
雄,[UNK]
青,[UNK]
風,[UNK]
食,[UNK]
香,[UNK]
馬,[UNK]
龍,[UNK]
龸,[UNK]
ﬁ,[UNK]
ﬂ,[UNK]
－,[UNK]
．,[UNK]
／,[UNK]
～,[UNK]
...,. . .
father,fat ##her
century,cent ##ury
women,wo ##men
british,brit ##ish
president,pres ##ident
football,foot ##ball
army,arm ##y
woman,wo ##man
married,mar ##ried
military,milit ##ary
championship,champion ##ship
western,west ##ern
television,tele ##vision
royal,roy ##al
society,soci ##ety
england,engl ##and
wife,wif ##e
political,polit ##ical
founded,found ##ed
northern,north ##ern
southern,south ##ern
mouth,mo ##uth
daughter,da ##ught ##er
museum,muse ##um
elected,elect ##ed
minister,mini ##ster
chief,chi ##ef
railway,rail ##way
stood,sto ##od
festival,fest ##ival
indian,india ##n
appointed,appoint ##ed
australian,australia ##n
debut,deb ##ut
arts,art ##s
herself,her ##self
guitar,gui ##tar
coach,co ##ach
province,provin ##ce
1991,199 ##1
sister,sis ##ter
walked,walk ##ed
vocals,voc ##als
1989,198 ##9
officer,office ##r
lips,lip ##s
awards,award ##s
saint,sai ##nt
theatre,the ##at ##re
canadian,can ##adi ##an
awarded,award ##ed
valley,val ##ley
queen,que ##en
girls,girl ##s
african,africa ##n
republic,rep ##ublic
medal,med ##al
husband,hu ##sb ##and
texas,tex ##as
films,film ##s
prince,prin ##ce
ireland,ir ##ela ##nd
economic,econ ##omic
isbn,is ##bn
historic,histor ##ic
shook,sho ##ok
km²,km ##²
secretary,secret ##ary
chicago,chi ##ca ##go
scored,score ##d
lady,lad ##y
navy,nav ##y
championships,champion ##ship ##s
singer,sing ##er
attended,attende ##d
catholic,cat ##hol ##ic
executive,execut ##ive
chair,chai ##r
shoulder,should ##er
1979,197 ##9
defeated,defe ##ated
municipality,mun ##icip ##ality
1981,198 ##1
studied,stud ##ied
smiled,smile ##d
1972,197 ##2
mexico,mex ##ico
neck,nec ##k
1978,197 ##8
italy,ital ##y
highway,high ##way
musical,music ##al
bass,bas ##s
parliament,par ##lia ##ment
1974,197 ##4
boys,boy ##s
1975,197 ##5
stadium,sta ##di ##um
angeles,angel ##es
soviet,so ##vie ##t
1977,197 ##7
youth,yout ##h
nodded,nod ##ded
believed,believe ##d
1968,196 ##8
1973,197 ##3
1945,194 ##5
bishop,bis ##hop
prize,pri ##ze
empire,empir ##e
1971,197 ##1
religious,reli ##gi ##ous
zealand,zeal ##and
justice,just ##ice
brothers,brother ##s
1969,196 ##9
virginia,virgin ##ia
cultural,cult ##ural
basketball,basket ##ball
legs,leg ##s
islands,island ##s
chairman,chai ##rm ##an
grew,gre ##w
1967,196 ##7
regiment,reg ##iment
irish,iris ##h
operated,operate ##d
junior,jun ##ior
houses,house ##s
beach,bea ##ch
marriage,mar ##ria ##ge
florida,flor ##ida
congress,congr ##ess
pacific,pac ##ific
democratic,demo ##crat ##ic
rural,ru ##ral
township,town ##ship
1964,196 ##4
1966,196 ##6
soldiers,sold ##iers
1965,196 ##5
pennsylvania,pen ##ns ##yl ##van ##ia
genus,genu ##s
wales,wal ##es
spain,spa ##in
parish,paris ##h
stared,star ##ed
baseball,base ##ball
russia,russ ##ia
metres,met ##res
1960,196 ##0
troops,tro ##ops
creek,cre ##ek
jewish,je ##wis ##h
1944,194 ##4
corps,corp ##s
mayor,may ##or
mrs,mr ##s
piano,pi ##ano
earned,earn ##ed
drama,dram ##a
seasons,season ##s
1963,196 ##3
squadron,squad ##ron
1962,196 ##2
stepped,step ##pe ##d
19th,19 ##th
kilometres,kil ##omet ##res
britain,brit ##ain
boston,bos ##ton
poland,pol ##and
officers,office ##rs
nations,nation ##s
emperor,emp ##ero ##r
headed,head ##ed
ministry,mini ##str ##y
1942,194 ##2
throat,thr ##oa ##t
politician,polit ##ician
males,male ##s
1961,196 ##1
newspaper,news ##paper
olympics,ol ##ym ##pic ##s
carolina,car ##olin ##a
featuring,feat ##uring
shirt,shi ##rt
females,female ##s
duke,du ##ke
lieutenant,lie ##ute ##nan ##t
affairs,aff ##airs
contemporary,cont ##emp ##ora ##ry
1943,194 ##3
prison,pris ##on
1956,195 ##6
1958,195 ##8
drums,dru ##ms
housing,hous ##ing
victoria,victor ##ia
1959,195 ##9
graduated,grad ##uate ##d
1980s,1980 ##s
loved,love ##d
racing,rac ##ing
elizabeth,el ##iza ##bet ##h
1941,194 ##1
1940,194 ##0
competed,compet ##ed
1948,194 ##8
actress,act ##ress
marine,mari ##ne
scotland,scot ##land
glanced,glance ##d
1957,195 ##7
singles,single ##s
residents,resident ##s
founder,found ##er
households,house ##hold ##s
1939,193 ##9
1946,194 ##6
younger,young ##er
appearances,appearance ##s
1950,195 ##0
avenue,aven ##ue
infantry,inf ##ant ##ry
buried,bur ##ied
republican,rep ##ublic ##an
1970s,1970 ##s
israel,isra ##el
champions,champion ##s
1955,195 ##5
20th,20 ##th
memorial,memor ##ial
naval,nav ##al
whispered,whis ##per ##ed
sydney,sy ##dn ##ey
columbia,col ##umb ##ia
1952,195 ##2
tears,tear ##s
asian,asia ##n
1947,194 ##7
leaned,lean ##ed
mountains,mountain ##s
entertainment,enter ##tain ##ment
murder,mur ##der
orchestra,orchestr ##a
comedy,come ##dy
rugby,ru ##gb ##y
1954,195 ##4
1953,195 ##3
ohio,oh ##io
fought,fou ##ght
shoulders,should ##ers
headquarters,head ##qu ##arter ##s
1949,194 ##9
teeth,tee ##th
settlement,settle ##ment
scottish,scott ##ish
leadership,leader ##ship
georgia,georgi ##a
deputy,dep ##ut ##y
1960s,196 ##0s
battalion,batt ##ali ##on
sons,son ##s
crime,cri ##me
1951,195 ##1
1990s,1990 ##s
conducted,conduct ##ed
wearing,wear ##ing
defeat,defe ##at
sciences,science ##s
concert,conce ##rt
michigan,mich ##igan
leaders,leader ##s
clubs,club ##s
palace,pal ##ace
laughed,la ##ugh ##ed
participated,participate ##d
lifted,lift ##ed
rome,rom ##e
medicine,medic ##ine
yards,yard ##s
entrance,entr ##ance
nominated,nom ##inated
thirty,thi ##rt ##y
iran,ir ##an
brigade,bri ##gad ##e
clothes,cloth ##es
theater,the ##ater
supreme,sup ##reme
1938,193 ##8
suffered,suffer ##ed
1936,193 ##6
1918,191 ##8
seats,seat ##s
armed,arme ##d
railroad,rail ##road
arthur,arth ##ur
illinois,ill ##ino ##is
stomach,sto ##mach
liberal,liber ##al
colonel,colon ##el
politics,polit ##ics
relief,reli ##ef
independence,independ ##ence
oxford,ox ##ford
1937,193 ##7
heritage,her ##ita ##ge
situated,sit ##uate ##d
toronto,tor ##onto
footballer,foot ##ball ##er
sixth,six ##th
stayed,stay ##ed
twelve,twe ##lv ##e
dress,dre ##ss
olympic,ol ##ym ##pic
vampire,vamp ##ire
ranked,rank ##ed
household,house ##hold
finals,final ##s
critics,critic ##s
massachusetts,mass ##ach ##use ##tt ##s
philadelphia,phil ##adel ##phi ##a
guns,gun ##s
crown,crow ##n
roof,roo ##f
tongue,tong ##ue
korea,kore ##a
bronze,bro ##nz ##e
sexual,sex ##ual
labour,lab ##our
1935,193 ##5
jesus,jes ##us
atlantic,atl ##antic
cancer,cance ##r
attacked,attack ##ed
imperial,imper ##ial
uncle,unc ##le
fame,fam ##e
1930,193 ##0
davis,dav ##is
trains,train ##s
pakistan,pak ##ista ##n
northwest,north ##west
documentary,document ##ary
cemetery,ce ##meter ##y
1919,191 ##9
cricket,cri ##cket
streets,street ##s
tradition,trad ##ition
1933,193 ##3
exhibition,exhibit ##ion
injury,in ##ju ##ry
apartment,apart ##ment
municipal,mun ##icip ##al
netherlands,nether ##lands
constitution,constit ##ution
1914,191 ##4
opposition,oppos ##ition
ontario,ont ##ario
hills,hill ##s
lewis,lew ##is
chamber,cham ##ber
1934,193 ##4
lyrics,ly ##rics
staring,star ##ing
officials,official ##s
1917,191 ##7
dinner,din ##ner
fans,fan ##s
bowl,bow ##l
1929,192 ##9
authorities,author ##ities
princess,prin ##cess
performances,performance ##s
graduate,grad ##uate
starring,star ##ring
acres,ac ##res
southeast,south ##ea ##st
earl,ear ##l
1928,192 ##8
dean,de ##an
1932,193 ##2
religion,reli ##gi ##on
centuries,cent ##uri ##es
sweden,swed ##en
literary,liter ##ary
entitled,ent ##itled
soccer,soc ##cer
defence,defe ##nc ##e
persian,pers ##ian
arrested,arr ##ested
cambridge,cam ##bridge
villages,village ##s
districts,district ##s
criminal,cri ##min ##al
1931,193 ##1
communist,commun ##ist
laugh,la ##ugh
